,pair,precision@1,precision@3,precision@5,precision@10,precision@30,MAP
24,physics.bio-ph-->math.OC,0.8409090909090909,0.9068181818181819,0.9204545454545454,0.9431818181818182,0.9590909090909091,0.8790499989817078
25,physics.bio-ph-->cs.SI,0.5878877400295421,0.707533234859675,0.793205317577548,0.8567208271787297,0.9320531757754801,0.6709086099134863
26,physics.bio-ph-->cond-mat.dis-nn,0.6387054161162483,0.7912813738441216,0.845442536327609,0.8989431968295905,0.9544253632760898,0.7280996705545123
27,physics.soc-ph-->cond-mat.stat-mech,0.8489932885906041,0.8993288590604027,0.9161073825503355,0.9463087248322147,0.9630872483221476,0.8817230937907284
28,physics.soc-ph-->q-bio.MN,0.6469298245614035,0.7697368421052632,0.9035087719298246,0.9473684210526315,0.9605263157894737,0.7356044578668905
29,physics.soc-ph-->physics.bio-ph,0.680373831775701,0.7775700934579439,0.8149532710280374,0.8897196261682243,0.9532710280373832,0.7418952756230459
30,physics.soc-ph-->cs.CV,0.9823008849557522,0.9911504424778761,1.0,1.0,1.0,0.9889380530973452
31,physics.soc-ph-->physics.data-an,0.5092165898617511,0.5691244239631337,0.7004608294930875,0.8133640552995391,0.9170506912442397,0.583374487599362
32,physics.soc-ph-->nlin.AO,0.8703703703703703,0.9074074074074074,0.9444444444444444,0.9814814814814815,0.9814814814814815,0.9028953556731335
33,physics.soc-ph-->math.OC,0.7755905511811023,0.889763779527559,0.9448818897637795,0.968503937007874,0.984251968503937,0.8391311633617354
34,physics.soc-ph-->cs.SI,0.5852842809364549,0.5986622073578596,0.6588628762541806,0.8662207357859532,0.9431438127090301,0.639318509250521
35,physics.soc-ph-->cond-mat.dis-nn,0.522202486678508,0.7246891651865008,0.8010657193605684,0.9023090586145648,0.9698046181172292,0.6461309407720669
36,cs.CV-->cond-mat.stat-mech,0.9101123595505618,0.9550561797752809,0.9662921348314607,1.0,1.0,0.9354556803995007
37,cs.CV-->q-bio.MN,0.6428571428571429,0.7,0.9571428571428572,0.9857142857142858,0.9857142857142858,0.7175711290805632
38,cs.CV-->physics.bio-ph,0.42924528301886794,0.6650943396226415,0.7169811320754716,0.9056603773584906,1.0,0.5838204896174112
39,cs.CV-->physics.soc-ph,0.9292035398230089,0.9557522123893806,0.9646017699115044,0.9823008849557522,0.9911504424778761,0.9433394203305708
40,cs.CV-->physics.data-an,0.9487179487179487,0.9487179487179487,0.9615384615384616,0.9615384615384616,0.9871794871794872,0.9531772575250838
41,cs.CV-->nlin.AO,1.0,1.0,1.0,1.0,1.0,1.0
42,cs.CV-->math.OC,0.6875,0.75,0.9375,0.9583333333333334,0.9791666666666666,0.7710047692799978
43,cs.CV-->cs.SI,0.47368421052631576,0.5087719298245614,0.5087719298245614,0.5087719298245614,0.6842105263157895,0.5030852977803402
44,cs.CV-->cond-mat.dis-nn,0.45918367346938777,0.5,0.5408163265306123,0.9336734693877551,0.9642857142857143,0.5470512335017427
45,physics.data-an-->cond-mat.stat-mech,0.92524682651622,0.9506346967559943,0.9590973201692524,0.9717912552891397,0.9887165021156559,0.9404634022955208
46,physics.data-an-->q-bio.MN,0.8271604938271605,0.9037037037037037,0.9308641975308642,0.9679012345679012,0.980246913580247,0.8695602641007496
47,physics.data-an-->physics.bio-ph,0.7760314341846758,0.8457760314341847,0.881139489194499,0.9194499017681729,0.9616895874263262,0.8213085490264926
48,physics.data-an-->physics.soc-ph,0.9078341013824884,0.9354838709677419,0.9516129032258065,0.9654377880184332,0.9746543778801844,0.9274837987659001
49,physics.data-an-->cs.CV,1.0,1.0,1.0,1.0,1.0,1.0
50,physics.data-an-->nlin.AO,0.948936170212766,0.9787234042553191,0.9872340425531915,0.9872340425531915,0.9872340425531915,0.9636508783132353
51,physics.data-an-->math.OC,0.921421889616464,0.9550982226379794,0.961646398503274,0.9747427502338635,0.9812909260991581,0.9399175051982996
52,physics.data-an-->cs.SI,0.7097022587268994,0.8095482546201233,0.8598562628336756,0.9142710472279261,0.9635523613963038,0.7744292934656369
53,physics.data-an-->cond-mat.dis-nn,0.6992857142857143,0.7992857142857143,0.8535714285714285,0.9092857142857143,0.9564285714285714,0.7635799814801614
54,nlin.AO-->cond-mat.stat-mech,0.8529411764705882,0.9264705882352942,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.89446902538752
55,nlin.AO-->q-bio.MN,0.6521739130434783,0.7717391304347826,0.8152173913043478,0.9456521739130435,0.9565217391304348,0.7326779479025629
56,nlin.AO-->physics.bio-ph,0.6666666666666666,0.8076923076923077,0.8333333333333334,0.8589743589743589,0.9358974358974359,0.7414900659338287
57,nlin.AO-->physics.soc-ph,0.8888888888888888,0.9259259259259259,0.9259259259259259,1.0,1.0,0.9147560258671369
58,nlin.AO-->cs.CV,1.0,1.0,1.0,1.0,1.0,1.0
59,nlin.AO-->physics.data-an,0.4553191489361702,0.5404255319148936,0.5914893617021276,0.6893617021276596,0.8936170212765957,0.5312603946733592
60,nlin.AO-->math.OC,0.671875,0.796875,0.84375,0.9375,0.984375,0.760492539943609
61,nlin.AO-->cs.SI,0.5653846153846154,0.6923076923076923,0.75,0.8653846153846154,0.9538461538461539,0.650663361831104
62,nlin.AO-->cond-mat.dis-nn,0.5777777777777777,0.7555555555555555,0.9,0.9111111111111111,0.9888888888888889,0.6774073393328515
63,math.OC-->cond-mat.stat-mech,0.8768115942028986,0.9311594202898551,0.9384057971014492,0.9710144927536232,0.9782608695652174,0.9088282429741482
64,math.OC-->q-bio.MN,0.7315789473684211,0.8315789473684211,0.8578947368421053,0.9578947368421052,0.9736842105263158,0.7893107248238209
65,math.OC-->physics.bio-ph,0.5931818181818181,0.7386363636363636,0.8090909090909091,0.865909090909091,0.9431818181818182,0.6825252995124659
66,math.OC-->physics.soc-ph,0.8937007874015748,0.9409448818897638,0.9488188976377953,0.9606299212598425,0.9724409448818898,0.9153509170184176
67,math.OC-->cs.CV,0.9583333333333334,0.9583333333333334,0.9791666666666666,1.0,1.0,0.9670138888888888
68,math.OC-->physics.data-an,0.5378858746492049,0.6435921421889617,0.7876520112254444,0.862488306828812,0.941066417212348,0.6298074699808055
69,math.OC-->nlin.AO,0.890625,0.90625,0.953125,0.96875,1.0,0.9130935968137255
70,math.OC-->cs.SI,0.5053050397877984,0.5822281167108754,0.7625994694960212,0.8116710875331565,0.8925729442970822,0.5918623423753667
71,math.OC-->cond-mat.dis-nn,0.5519713261648745,0.6505376344086021,0.8351254480286738,0.899641577060932,0.956989247311828,0.6503024905935509
72,cs.SI-->cond-mat.stat-mech,0.9322344322344323,0.9597069597069597,0.9688644688644689,0.9761904761904762,0.9835164835164835,0.9467335653055715
73,cs.SI-->q-bio.MN,0.8141025641025641,0.875,0.9230769230769231,0.9647435897435898,0.9839743589743589,0.8582112020582093
74,cs.SI-->physics.bio-ph,0.6838995568685377,0.8005908419497785,0.8877400295420975,0.9394387001477105,0.9630723781388478,0.7607478877796012
75,cs.SI-->physics.soc-ph,0.9464882943143813,0.9698996655518395,0.9698996655518395,0.9765886287625418,0.979933110367893,0.9589503828862616
76,cs.SI-->cs.CV,1.0,1.0,1.0,1.0,1.0,1.0
77,cs.SI-->physics.data-an,0.6257700205338809,0.7579568788501027,0.827258726899384,0.8957905544147844,0.9566221765913757,0.7129439743116858
78,cs.SI-->nlin.AO,0.9692307692307692,0.9807692307692307,0.9923076923076923,0.9923076923076923,0.9961538461538462,0.977087928707711
79,cs.SI-->math.OC,0.8925729442970822,0.9297082228116711,0.9482758620689655,0.96684350132626,0.9748010610079576,0.9177667294753936
80,cs.SI-->cond-mat.dis-nn,0.609860664523044,0.7877813504823151,0.8606645230439443,0.9046087888531619,0.9496248660235799,0.7172228433066807
81,cond-mat.dis-nn-->cond-mat.stat-mech,0.9118236472945892,0.9759519038076152,0.9859719438877755,0.9899799599198397,0.9939879759519038,0.941529523473816
82,cond-mat.dis-nn-->q-bio.MN,0.8435643564356435,0.904950495049505,0.9465346534653465,0.9683168316831683,0.9821782178217822,0.8816010845947085
83,cond-mat.dis-nn-->physics.bio-ph,0.7291941875825627,0.8494055482166446,0.8936591809775429,0.9299867899603699,0.9616908850726552,0.7973538476152474
84,cond-mat.dis-nn-->physics.soc-ph,0.9182948490230906,0.9502664298401421,0.9680284191829485,0.9769094138543517,0.9893428063943162,0.9384973036505102
85,cond-mat.dis-nn-->cs.CV,0.9846938775510204,0.9897959183673469,0.9897959183673469,0.9897959183673469,0.9897959183673469,0.9872813485467671
86,cond-mat.dis-nn-->physics.data-an,0.6085714285714285,0.6957142857142857,0.7771428571428571,0.845,0.9228571428571428,0.6809733593151474
87,cond-mat.dis-nn-->nlin.AO,0.9444444444444444,0.9555555555555556,0.9555555555555556,0.9666666666666667,0.9888888888888889,0.9515755123598262
88,cond-mat.dis-nn-->math.OC,0.8207885304659498,0.9175627240143369,0.9444444444444444,0.9731182795698925,0.9838709677419355,0.8735704520248077
89,cond-mat.dis-nn-->cs.SI,0.6452304394426581,0.7159699892818864,0.7534833869239014,0.8606645230439443,0.92497320471597,0.7021862719722254
