,pair,precision@1,precision@3,precision@5,precision@10,precision@30,MAP
16,cs.SI-->q-bio.MN,0.9903846153846154,0.9903846153846154,0.9903846153846154,0.9903846153846154,0.9903846153846154,0.990398134944891
17,cs.SI-->cs.CV,0.9824561403508771,0.9824561403508771,0.9824561403508771,0.9824561403508771,0.9824561403508771,0.9825377396980823
18,physics.data-an-->cond-mat.dis-nn,0.9942857142857143,0.9942857142857143,0.9942857142857143,0.9942857142857143,0.9942857142857143,0.9942891958602877
19,physics.data-an-->cs.SI,0.9917864476386037,0.9917864476386037,0.9920431211498973,0.9920431211498973,0.9920431211498973,0.9918579773350986
20,physics.data-an-->cond-mat.stat-mech,0.9943582510578279,0.9943582510578279,0.9943582510578279,0.9943582510578279,0.9943582510578279,0.9943639965687153
21,physics.data-an-->physics.bio-ph,0.9941060903732809,0.9941060903732809,0.9941060903732809,0.9941060903732809,0.9941060903732809,0.9941095177668802
22,physics.data-an-->physics.soc-ph,0.9930875576036866,0.9930875576036866,0.9930875576036866,0.9930875576036866,0.9953917050691244,0.9931751055525528
23,physics.data-an-->nlin.AO,1.0,1.0,1.0,1.0,1.0,1.0
24,physics.data-an-->math.OC,0.9943872778297475,0.9943872778297475,0.9943872778297475,0.9943872778297475,0.9943872778297475,0.994417095084013
25,physics.data-an-->q-bio.MN,0.9925925925925926,0.9925925925925926,0.9925925925925926,0.9925925925925926,0.9925925925925926,0.992603861115501
26,physics.data-an-->cs.CV,1.0,1.0,1.0,1.0,1.0,1.0
27,cond-mat.stat-mech-->cond-mat.dis-nn,0.9939879759519038,0.9939879759519038,0.9939879759519038,0.9939879759519038,0.9939879759519038,0.993990185686397
28,cond-mat.stat-mech-->cs.SI,0.9926739926739927,0.9926739926739927,0.9926739926739927,0.9926739926739927,0.9926739926739927,0.9926758732868006
29,cond-mat.stat-mech-->physics.data-an,0.9929478138222849,0.9929478138222849,0.9929478138222849,0.9929478138222849,0.9929478138222849,0.9929493036151197
30,cond-mat.stat-mech-->physics.bio-ph,0.9917864476386037,0.9917864476386037,0.9917864476386037,0.9917864476386037,0.9917864476386037,0.9917900174052184
31,cond-mat.stat-mech-->physics.soc-ph,0.9899328859060402,0.9899328859060402,0.9899328859060402,0.9899328859060402,0.9899328859060402,0.9899418644266014
32,cond-mat.stat-mech-->nlin.AO,1.0,1.0,1.0,1.0,1.0,1.0
33,cond-mat.stat-mech-->math.OC,0.9927536231884058,0.9927536231884058,0.9927536231884058,0.9927536231884058,0.9927536231884058,0.992769066782168
34,cond-mat.stat-mech-->q-bio.MN,0.9921259842519685,0.9921259842519685,0.9921259842519685,0.9921259842519685,0.9921259842519685,0.9921324737332698
35,cond-mat.stat-mech-->cs.CV,0.9887640449438202,0.9887640449438202,0.9887640449438202,0.9887640449438202,0.9887640449438202,0.988870044519822
36,physics.bio-ph-->cond-mat.dis-nn,0.9947159841479525,0.9947159841479525,0.9947159841479525,0.9947159841479525,0.9947159841479525,0.9947179684999925
37,physics.bio-ph-->cs.SI,0.9881831610044313,0.9881831610044313,0.9881831610044313,0.9881831610044313,0.9881831610044313,0.9881863587042505
38,physics.bio-ph-->physics.data-an,0.9911591355599214,0.9911591355599214,0.9911591355599214,0.9911591355599214,0.9911591355599214,0.9911614188199926
39,physics.bio-ph-->cond-mat.stat-mech,0.9917864476386037,0.9917864476386037,0.9917864476386037,0.9917864476386037,0.9917864476386037,0.9918032646054461
40,physics.bio-ph-->physics.soc-ph,0.9981308411214953,0.9981308411214953,0.9981308411214953,0.9981308411214953,0.9981308411214953,0.998132427843803
41,physics.bio-ph-->nlin.AO,1.0,1.0,1.0,1.0,1.0,1.0
42,physics.bio-ph-->math.OC,0.990909090909091,0.990909090909091,0.990909090909091,0.990909090909091,0.990909090909091,0.9909191559466929
43,physics.bio-ph-->q-bio.MN,0.9905882352941177,0.9905882352941177,0.9905882352941177,0.9905882352941177,0.9905882352941177,0.9906037172984944
44,physics.bio-ph-->cs.CV,1.0,1.0,1.0,1.0,1.0,1.0
45,physics.soc-ph-->cond-mat.dis-nn,0.9893428063943162,0.9893428063943162,0.9893428063943162,0.9893428063943162,0.9893428063943162,0.9893472381551743
46,physics.soc-ph-->cs.SI,0.9933110367892977,0.9933110367892977,0.9933110367892977,0.9933110367892977,0.9933110367892977,0.9933126174365944
47,physics.soc-ph-->physics.data-an,0.9907834101382489,0.9907834101382489,0.9907834101382489,0.9907834101382489,0.9907834101382489,0.9907853812069292
48,physics.soc-ph-->cond-mat.stat-mech,0.9899328859060402,0.9899328859060402,0.9899328859060402,0.9899328859060402,0.9899328859060402,0.9899412948153019
49,physics.soc-ph-->physics.bio-ph,0.9962616822429906,0.9962616822429906,0.9962616822429906,0.9962616822429906,0.9962616822429906,0.9962636786932928
50,physics.soc-ph-->nlin.AO,0.9814814814814815,0.9814814814814815,0.9814814814814815,0.9814814814814815,0.9814814814814815,0.9815012451085023
51,physics.soc-ph-->math.OC,0.9921259842519685,0.9921259842519685,0.9921259842519685,0.9921259842519685,0.9921259842519685,0.9921416487395309
52,physics.soc-ph-->q-bio.MN,0.9978070175438597,0.9978070175438597,0.9978070175438597,0.9978070175438597,0.9978070175438597,0.9978106185002736
53,physics.soc-ph-->cs.CV,1.0,1.0,1.0,1.0,1.0,1.0
54,nlin.AO-->cond-mat.dis-nn,0.9888888888888889,0.9888888888888889,0.9888888888888889,0.9888888888888889,0.9888888888888889,0.9888922847052432
55,nlin.AO-->cs.SI,0.9961538461538462,0.9961538461538462,0.9961538461538462,0.9961538461538462,0.9961538461538462,0.9961546993379292
56,nlin.AO-->physics.data-an,0.9957446808510638,0.9957446808510638,0.9957446808510638,0.9957446808510638,0.9957446808510638,0.995745502341247
57,nlin.AO-->cond-mat.stat-mech,1.0,1.0,1.0,1.0,1.0,1.0
58,nlin.AO-->physics.bio-ph,1.0,1.0,1.0,1.0,1.0,1.0
59,nlin.AO-->physics.soc-ph,0.9814814814814815,0.9814814814814815,0.9814814814814815,0.9814814814814815,0.9814814814814815,0.9814942705136076
60,nlin.AO-->math.OC,1.0,1.0,1.0,1.0,1.0,1.0
61,nlin.AO-->q-bio.MN,1.0,1.0,1.0,1.0,1.0,1.0
62,nlin.AO-->cs.CV,1.0,1.0,1.0,1.0,1.0,1.0
63,math.OC-->cond-mat.dis-nn,1.0,1.0,1.0,1.0,1.0,1.0
64,math.OC-->cs.SI,0.9946949602122016,0.9946949602122016,0.9946949602122016,0.9946949602122016,0.9946949602122016,0.9946962967355977
65,math.OC-->physics.data-an,0.9887745556594949,0.9887745556594949,0.9887745556594949,0.9887745556594949,0.9887745556594949,0.9887771151619151
66,math.OC-->cond-mat.stat-mech,0.9927536231884058,0.9927536231884058,0.9927536231884058,0.9927536231884058,0.9927536231884058,0.9928149161493085
67,math.OC-->physics.bio-ph,0.990909090909091,0.990909090909091,0.990909090909091,0.990909090909091,0.990909090909091,0.9909135625428103
68,math.OC-->physics.soc-ph,0.9921259842519685,0.9921259842519685,0.9921259842519685,0.9921259842519685,0.9921259842519685,0.9921334138960267
69,math.OC-->nlin.AO,1.0,1.0,1.0,1.0,1.0,1.0
70,math.OC-->q-bio.MN,0.9947368421052631,0.9947368421052631,0.9947368421052631,0.9947368421052631,0.9947368421052631,0.994742290508881
71,math.OC-->cs.CV,1.0,1.0,1.0,1.0,1.0,1.0
72,q-bio.MN-->cond-mat.dis-nn,0.994059405940594,0.994059405940594,0.994059405940594,0.994059405940594,0.994059405940594,0.994062173034688
73,q-bio.MN-->cs.SI,0.9871794871794872,0.9871794871794872,0.9871794871794872,0.9871794871794872,0.9871794871794872,0.9871828153585943
74,q-bio.MN-->physics.data-an,0.9827160493827161,0.9827160493827161,0.9827160493827161,0.9827160493827161,0.9827160493827161,0.9827198683126473
75,q-bio.MN-->cond-mat.stat-mech,0.9921259842519685,0.9921259842519685,0.9921259842519685,0.9921259842519685,0.9921259842519685,0.9921334832809131
76,q-bio.MN-->physics.bio-ph,0.9882352941176471,0.9882352941176471,0.9882352941176471,0.9882352941176471,0.9882352941176471,0.9882416895794409
77,q-bio.MN-->physics.soc-ph,0.9978070175438597,0.9978070175438597,0.9978070175438597,0.9978070175438597,0.9978070175438597,0.9978149059699608
78,q-bio.MN-->nlin.AO,1.0,1.0,1.0,1.0,1.0,1.0
79,q-bio.MN-->math.OC,0.9947368421052631,0.9947368421052631,0.9947368421052631,0.9947368421052631,0.9947368421052631,0.9947424115845168
80,q-bio.MN-->cs.CV,0.9857142857142858,0.9857142857142858,0.9857142857142858,0.9857142857142858,0.9857142857142858,0.985790273556231
81,cs.CV-->cond-mat.dis-nn,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9795983331831787
82,cs.CV-->cs.SI,0.9824561403508771,0.9824561403508771,0.9824561403508771,0.9824561403508771,0.9824561403508771,0.9824602023697817
83,cs.CV-->physics.data-an,1.0,1.0,1.0,1.0,1.0,1.0
84,cs.CV-->cond-mat.stat-mech,0.9887640449438202,0.9887640449438202,0.9887640449438202,0.9887640449438202,0.9887640449438202,0.9887722165474975
85,cs.CV-->physics.bio-ph,0.9811320754716981,0.9811320754716981,0.9811320754716981,0.9811320754716981,0.9811320754716981,0.9811391040117939
86,cs.CV-->physics.soc-ph,0.9911504424778761,0.9911504424778761,0.9911504424778761,0.9911504424778761,0.9911504424778761,0.9911570663981771
87,cs.CV-->nlin.AO,1.0,1.0,1.0,1.0,1.0,1.0
88,cs.CV-->math.OC,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791799702000851
89,cs.CV-->q-bio.MN,0.9857142857142858,0.9857142857142858,0.9857142857142858,0.9857142857142858,0.9857142857142858,0.9857221522970422
